"title","lat","lng","www","conduse"
"Comune di Castenaso","44,51094212255200","11,46971728023890","http://www.comune.castenaso.bo.it/","http://dati.emilia-romagna.it/id/ibc/condition/037021-001"
"Comune di Castenaso","44,51094212255200","11,46971728023890","http://www.comune.castenaso.bo.it/aree-tematiche/cultura/archivio-storico","http://dati.emilia-romagna.it/id/ibc/condition/037021-001"
"Comune di Castelfranco Emilia","44,59624786980130","11,05301584270760","http://www.castelfranco-emilia.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036006-001"
"Comune di Palanzano","44,43544194722000","10,19252392070470","http://www.comune.palanzano.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034026-001"
"Comune di Terenzo","44,609727","10,087932","http://www.comune.terenzo.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034038-001"
"Comune di Lugagnano Val d'Arda","44,8224060","9,82616799","http://www.comune.lugagnano.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033026-001"
"Comune di Mesola","44,92236274959510","12,22927909514420","http://www.comune.mesola.fe.it","http://dati.emilia-romagna.it/id/ibc/condition/038014-001"
"Comune di San Possidonio","44,89227420716630","10,99615128745790","http://www.comune.sanpossidonio.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036038-001"
"Comune di Sant'Agata sul Santerno","44,44233798783590","11,86160109954650","http://www.comune.santagatasulsanterno.ra.it","http://dati.emilia-romagna.it/id/ibc/condition/039017-001"
"Biblioteca comunale Giovanni Antonio Battarra di Coriano","43,9654351","12,6034231","http://www.comune.coriano.rn.it","http://dati.emilia-romagna.it/id/ibc/condition/099003-001"
"Comune di Casteldelci","43,79135","12,155235","http://www.comune.casteldelci.rn.it","http://dati.emilia-romagna.it/id/ibc/condition/099021-001"
"Comune di Roncofreddo","44,04185182541730","12,31816284668270","http://www.comune.roncofreddo.fc.it","http://dati.emilia-romagna.it/id/ibc/condition/040037-001"
"Comune di Massa Fiscaglia","44,80945850783830","12,01397599062810","http://www.comune.massafiscaglia.fe.it","http://dati.emilia-romagna.it/id/ibc/condition/038013-001"
"Comune di Solarolo","44,36003868404760","11,84399920499470","http://www.comune.solarolo.ra.it","http://dati.emilia-romagna.it/id/ibc/condition/039018-001"
"Comune di Castelnovo ne' Monti","44,43709284838870","10,40346348166990","http://www.comune.castelnovo-nemonti.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035016-001"
"Comune di Montefiore Conca","43,88731499988870","12,61192275780300","http://www.comune.montefiore-conca.rn.it","http://dati.emilia-romagna.it/id/ibc/condition/099008-001"
"Comune di Piozzano","44,9254685","9,49575709","http://www.comune.piozzano.pc.it","http://dati.emilia-romagna.it/id/ibc/condition/033034-001"
"Comune di Montegridolfo","43,85899681859760","12,68900944965920","http://www.montegridolfo.eu","http://dati.emilia-romagna.it/id/ibc/condition/099009-001"
"Comune di Carpineti","44,45896943473140","10,53559788827750","http://www.comune.carpineti.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035011-001"
"Biblioteca comunale Giuseppe Taroni di Bagnacavallo","44,41879201319400","11,97518771574750","http://www.bibliotecheromagna.it/main/index.php?id_pag=12&id_loc=19&id_bib=23","http://dati.emilia-romagna.it/id/ibc/condition/039002-001"
"Archivio storico comunale di Sant'Agata Bolognese","44,66470869634590","11,13410868208010","http://www.comune.santagatabolognese.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037056-001"
"Comune di San Leo","43,8961495","12,3433365","http://www.comune.san-leo.rn.it","http://dati.emilia-romagna.it/id/ibc/condition/099025-001"
"Istituto per la storia e le memorie del Novecento Parri E-R","44,49358965794520","11,33393814236830","http://www.istitutoparri.eu/engine.aspx?o=doc&doc=197","http://dati.emilia-romagna.it/id/ibc/condition/037006-004"
"Comune di Noceto","44,81009026405690","10,17730001459050","http://www.comune.noceto.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034025-001"
"Comune di Berceto","44,50935381451480","9,98899832437630","http://www.comune.berceto.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034004-001"
"Comune di Montechiarugolo","44,69344693785980","10,42227724980470","http://www.comune.montechiarugolo.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034023-001"
"Comune di Lesignano de' Bagni","44,64402166329880","10,30158123718330","http://www.comune.lesignano-debagni.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034019-001"
"Archivio storico comunale di Collecchio","44,74536303284330","10,21997088334480","http://www.comune.collecchio.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034009-001"
"Comune di Migliarino","44,76990786787220","11,93065243645380","http://www.comune.migliarino.fe.it","http://dati.emilia-romagna.it/id/ibc/condition/038015-001"
"Comune di Sala Baganza","44,71551780030590","10,22838475830120","http://www.comune.sala-baganza.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034031-001"
"Comune di Berra","44,97917399206090","11,97865632501280","http://www.comueberra.gov.it","http://dati.emilia-romagna.it/id/ibc/condition/038002-001"
"Comune di San Cesario sul Panaro","44,56145597350920","11,03376915095340","http://www.comune.sancesariosulpanaro.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036036-001"
"Comune di Ligonchio","44,317013","10,343202","http://www.comune.ligonchio.re.it","http://dati.emilia-romagna.it/id/ibc/condition/035025-001"
"Comune di Misano Adriatico","43,97355605629640","12,69335678117810","http://www.comune.misano-adriatico.rn.it","http://dati.emilia-romagna.it/id/ibc/condition/099005-001"
"Comune di Monghidoro","44,21941666195500","11,31687945684540","http://www.comune.monghidoro.bo.it","http://dati.emilia-romagna.it/id/ibc/condition/037040-001"
"Comune di Zibello","45,01816605758530","10,12684691182690","http://www.comune.zibello.pr.it","http://dati.emilia-romagna.it/id/ibc/condition/034048-001"
"Comune di Bertinoro","44,14910564248590","12,13395004726490","http://www.comune.bertinoro.fc.it","http://dati.emilia-romagna.it/id/ibc/condition/040003-001"
"Comune di Marano sul Panaro","44,45606462126650","10,96626510411410","http://www.comune.marano.mo.it","http://dati.emilia-romagna.it/id/ibc/condition/036020-001"
